table,column,dataset_id,semanticType,predicted_semantic_type
MLB_55,column_38,MLB_55+column_38,SH,None
MLB_55,column_42,MLB_55+column_42,SO,None
MLB_55,column_47,MLB_55+column_47,TB,None
MLB_55,column_49,MLB_55+column_49,X1B,None
MLB_55,column_50,MLB_55+column_50,X2B,None
MLB_55,column_53,MLB_55+column_53,iBB,None
MLB_56,column_63,MLB_56+column_63,year,None
MLB_56,column_4,MLB_56+column_4,BB,BB
MLB_56,column_21,MLB_56+column_21,HR,None
MLB_56,column_22,MLB_56+column_22,H,H
MLB_56,column_34,MLB_56+column_34,R,None
MLB_56,column_38,MLB_56+column_38,SH,None
MLB_56,column_47,MLB_56+column_47,TB,None
MLB_56,column_49,MLB_56+column_49,X1B,None
MLB_56,column_50,MLB_56+column_50,X2B,None
MLB_56,column_51,MLB_56+column_51,X3B,None
MLB_56,column_53,MLB_56+column_53,iBB,None
MLB_58,column_65,MLB_58+column_65,year,None
MLB_58,column_0,MLB_58+column_0,AB,None
MLB_58,column_4,MLB_58+column_4,BB,None
MLB_58,column_10,MLB_58+column_10,CS,None
MLB_58,column_21,MLB_58+column_21,HBP,None
MLB_58,column_23,MLB_58+column_23,H,None
MLB_58,column_35,MLB_58+column_35,R,R
MLB_58,column_38,MLB_58+column_38,SF,None
MLB_58,column_39,MLB_58+column_39,SH,None
MLB_58,column_43,MLB_58+column_43,SO,None
MLB_58,column_49,MLB_58+column_49,TB,None
MLB_58,column_51,MLB_58+column_51,X1B,None
MLB_58,column_53,MLB_58+column_53,X3B,None
MLB_58,column_55,MLB_58+column_55,iBB,None
MLB_59,column_65,MLB_59+column_65,year,None
MLB_59,column_0,MLB_59+column_0,AB,None
MLB_59,column_4,MLB_59+column_4,BB,None
MLB_59,column_10,MLB_59+column_10,CS,None
MLB_59,column_21,MLB_59+column_21,HBP,None
MLB_59,column_22,MLB_59+column_22,HR,None
MLB_59,column_23,MLB_59+column_23,H,None
MLB_59,column_35,MLB_59+column_35,R,R
MLB_59,column_37,MLB_59+column_37,SB,SB
MLB_59,column_38,MLB_59+column_38,SF,None
MLB_59,column_39,MLB_59+column_39,SH,None
MLB_59,column_43,MLB_59+column_43,SO,None
MLB_59,column_49,MLB_59+column_49,TB,None
MLB_59,column_52,MLB_59+column_52,X2B,X2B
MLB_59,column_53,MLB_59+column_53,X3B,None
MLB_60,column_65,MLB_60+column_65,year,None
MLB_60,column_0,MLB_60+column_0,AB,None
MLB_60,column_4,MLB_60+column_4,BB,None
MLB_60,column_10,MLB_60+column_10,CS,None
MLB_60,column_20,MLB_60+column_20,GIDP,None
MLB_60,column_21,MLB_60+column_21,HBP,None
MLB_60,column_22,MLB_60+column_22,HR,None
MLB_60,column_23,MLB_60+column_23,H,None
MLB_60,column_37,MLB_60+column_37,SB,SB
MLB_60,column_38,MLB_60+column_38,SF,None
MLB_60,column_39,MLB_60+column_39,SH,None
MLB_60,column_49,MLB_60+column_49,TB,None
MLB_60,column_51,MLB_60+column_51,X1B,None
MLB_60,column_52,MLB_60+column_52,X2B,X2B
MLB_60,column_53,MLB_60+column_53,X3B,None
MLB_60,column_55,MLB_60+column_55,iBB,None
MLB_61,column_0,MLB_61+column_0,AB,None
MLB_61,column_4,MLB_61+column_4,BB,None
MLB_61,column_20,MLB_61+column_20,GIDP,None
MLB_61,column_21,MLB_61+column_21,HBP,None
MLB_61,column_23,MLB_61+column_23,H,None
MLB_61,column_35,MLB_61+column_35,R,R
MLB_61,column_37,MLB_61+column_37,SB,SB
MLB_61,column_38,MLB_61+column_38,SF,None
MLB_61,column_39,MLB_61+column_39,SH,None
MLB_61,column_43,MLB_61+column_43,SO,None
MLB_61,column_49,MLB_61+column_49,TB,None
MLB_61,column_51,MLB_61+column_51,X1B,None
MLB_61,column_52,MLB_61+column_52,X2B,X2B
MLB_61,column_53,MLB_61+column_53,X3B,None
MLB_62,column_65,MLB_62+column_65,year,None
MLB_62,column_10,MLB_62+column_10,CS,None
MLB_62,column_20,MLB_62+column_20,GIDP,None
MLB_62,column_21,MLB_62+column_21,HBP,None
MLB_62,column_22,MLB_62+column_22,HR,None
MLB_62,column_23,MLB_62+column_23,H,None
MLB_62,column_35,MLB_62+column_35,R,R
MLB_62,column_37,MLB_62+column_37,SB,SB
MLB_62,column_38,MLB_62+column_38,SF,None
MLB_62,column_39,MLB_62+column_39,SH,None
MLB_62,column_43,MLB_62+column_43,SO,None
MLB_62,column_49,MLB_62+column_49,TB,None
MLB_62,column_51,MLB_62+column_51,X1B,None
MLB_62,column_52,MLB_62+column_52,X2B,X2B
MLB_62,column_53,MLB_62+column_53,X3B,None
MLB_63,column_64,MLB_63+column_64,year,None
MLB_63,column_0,MLB_63+column_0,AB,None
MLB_63,column_9,MLB_63+column_9,CS,None
MLB_63,column_19,MLB_63+column_19,HBP,None
MLB_63,column_21,MLB_63+column_21,H,None
MLB_63,column_34,MLB_63+column_34,R,None
MLB_63,column_35,MLB_63+column_35,SB,SB
MLB_63,column_37,MLB_63+column_37,SH,SH
MLB_63,column_41,MLB_63+column_41,SO,None
MLB_64,column_64,MLB_64+column_64,year,None
MLB_64,column_4,MLB_64+column_4,BB,BB
MLB_64,column_9,MLB_64+column_9,CS,None
MLB_64,column_19,MLB_64+column_19,HBP,None
MLB_64,column_20,MLB_64+column_20,HR,None
MLB_64,column_21,MLB_64+column_21,H,None
MLB_64,column_36,MLB_64+column_36,SF,SH
MLB_64,column_41,MLB_64+column_41,SO,None
MLB_64,column_46,MLB_64+column_46,TB,None
MLB_64,column_48,MLB_64+column_48,X1B,None
MLB_64,column_49,MLB_64+column_49,X2B,None
MLB_64,column_50,MLB_64+column_50,X3B,None
MLB_64,column_54,MLB_64+column_54,iBB,iBB
MLB_65,column_0,MLB_65+column_0,AB,None
MLB_65,column_4,MLB_65+column_4,BB,BB
MLB_65,column_20,MLB_65+column_20,HR,None
MLB_65,column_21,MLB_65+column_21,H,None
MLB_65,column_34,MLB_65+column_34,R,None
MLB_65,column_37,MLB_65+column_37,SH,SH
MLB_65,column_41,MLB_65+column_41,SO,None
MLB_65,column_46,MLB_65+column_46,TB,None
MLB_65,column_48,MLB_65+column_48,X1B,None
MLB_65,column_49,MLB_65+column_49,X2B,None
MLB_65,column_50,MLB_65+column_50,X3B,None
MLB_66,column_29,MLB_66+column_29,year,None
MLB_67,column_22,MLB_67+column_22,year,None
MLB_68,column_27,MLB_68+column_27,year,None
MLB_7,column_37,MLB_7+column_37,year,year
MLB_7,column_0,MLB_7+column_0,AB,None
MLB_7,column_8,MLB_7+column_8,GIDP,None
MLB_7,column_11,MLB_7+column_11,H,None
MLB_7,column_21,MLB_7+column_21,SH,None
MLB_7,column_23,MLB_7+column_23,TB,None
MLB_7,column_24,MLB_7+column_24,X1B,X1B
MLB_7,column_25,MLB_7+column_25,X2B,None
MLB_8,column_37,MLB_8+column_37,year,year
MLB_8,column_0,MLB_8+column_0,AB,None
MLB_8,column_8,MLB_8+column_8,GIDP,None
MLB_8,column_11,MLB_8+column_11,H,None
MLB_8,column_20,MLB_8+column_20,SF,None
MLB_8,column_23,MLB_8+column_23,TB,None
MLB_8,column_24,MLB_8+column_24,X1B,X1B
MLB_8,column_25,MLB_8+column_25,X2B,None
MLB_8,column_26,MLB_8+column_26,X3B,None
MLB_9,column_37,MLB_9+column_37,year,year
MLB_9,column_0,MLB_9+column_0,AB,None
MLB_9,column_8,MLB_9+column_8,GIDP,None
MLB_9,column_11,MLB_9+column_11,H,None
MLB_9,column_20,MLB_9+column_20,SF,None
MLB_9,column_23,MLB_9+column_23,TB,None
MLB_9,column_25,MLB_9+column_25,X2B,None
MLB_9,column_26,MLB_9+column_26,X3B,None
RealEstate1_1,column_26,RealEstate1_1+column_26,year,None
RealEstate1_2,column_26,RealEstate1_2+column_26,year,None
Romance_1,column_5,Romance_1+column_5,latitude,latitude
Romance_1,column_7,Romance_1+column_7,longitude,None
Romance_2,column_7,Romance_2+column_7,longitude,None
TrainsUK2_1,column_2,TrainsUK2_1+column_2,year,None
TrainsUK2_2,column_2,TrainsUK2_2+column_2,year,None
YaleLanguages_1,column_0,YaleLanguages_1+column_0,year,None
YaleLanguages_1,column_9,YaleLanguages_1+column_9,year,None
YaleLanguages_2,column_0,YaleLanguages_2+column_0,year,None
YaleLanguages_2,column_9,YaleLanguages_2+column_9,year,None
YaleLanguages_3,column_9,YaleLanguages_3+column_9,year,None
YaleLanguages_4,column_0,YaleLanguages_4+column_0,year,None
YaleLanguages_5,column_9,YaleLanguages_5+column_9,year,None
Rentabilidad_2,column_55,Rentabilidad_2+column_55,longitude,longitude
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude,latitude
Rentabilidad_4,column_57,Rentabilidad_4+column_57,longitude,longitude
Rentabilidad_5,column_57,Rentabilidad_5+column_57,longitude,longitude
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude,latitude
Rentabilidad_6,column_57,Rentabilidad_6+column_57,longitude,longitude
Rentabilidad_7,column_53,Rentabilidad_7+column_53,latitude,latitude
Rentabilidad_8,column_53,Rentabilidad_8+column_53,latitude,latitude
TableroSistemaPenal_1,column_17,TableroSistemaPenal_1+column_17,latitude,None
TableroSistemaPenal_1,column_18,TableroSistemaPenal_1+column_18,longitude,None
TableroSistemaPenal_7,column_18,TableroSistemaPenal_7+column_18,longitude,None
