table,column,dataset_id,semanticType,predicted_semantic_type
MLB_54,column_0,MLB_54+column_0,AB,None
MLB_54,column_4,MLB_54+column_4,BB,BB
MLB_54,column_9,MLB_54+column_9,CS,X3B
MLB_54,column_20,MLB_54+column_20,HBP,X3B
MLB_54,column_21,MLB_54+column_21,HR,HBP
MLB_54,column_22,MLB_54+column_22,H,SO
MLB_54,column_34,MLB_54+column_34,R,None
MLB_54,column_36,MLB_54+column_36,SB,HBP
MLB_54,column_37,MLB_54+column_37,SF,SF
MLB_54,column_38,MLB_54+column_38,SH,SF
MLB_54,column_42,MLB_54+column_42,SO,SO
MLB_54,column_47,MLB_54+column_47,TB,TB
MLB_54,column_49,MLB_54+column_49,X1B,None
MLB_54,column_50,MLB_54+column_50,X2B,None
MLB_54,column_51,MLB_54+column_51,X3B,SH
MLB_54,column_53,MLB_54+column_53,iBB,iBB
MLB_55,column_63,MLB_55+column_63,year,year
MLB_55,column_0,MLB_55+column_0,AB,None
MLB_55,column_4,MLB_55+column_4,BB,BB
MLB_55,column_9,MLB_55+column_9,CS,X3B
MLB_55,column_19,MLB_55+column_19,GIDP,HBP
MLB_55,column_20,MLB_55+column_20,HBP,X3B
MLB_55,column_21,MLB_55+column_21,HR,HBP
MLB_55,column_22,MLB_55+column_22,H,SO
MLB_55,column_36,MLB_55+column_36,SB,HBP
MLB_55,column_38,MLB_55+column_38,SH,SF
MLB_55,column_42,MLB_55+column_42,SO,SO
MLB_55,column_47,MLB_55+column_47,TB,TB
MLB_55,column_49,MLB_55+column_49,X1B,None
MLB_55,column_50,MLB_55+column_50,X2B,None
MLB_55,column_51,MLB_55+column_51,X3B,SH
MLB_55,column_53,MLB_55+column_53,iBB,iBB
MLB_56,column_63,MLB_56+column_63,year,year
MLB_56,column_0,MLB_56+column_0,AB,None
MLB_56,column_4,MLB_56+column_4,BB,BB
MLB_56,column_19,MLB_56+column_19,GIDP,HBP
MLB_56,column_20,MLB_56+column_20,HBP,X3B
MLB_56,column_21,MLB_56+column_21,HR,HBP
MLB_56,column_22,MLB_56+column_22,H,SO
MLB_56,column_36,MLB_56+column_36,SB,HBP
MLB_56,column_37,MLB_56+column_37,SF,SF
MLB_56,column_38,MLB_56+column_38,SH,SF
MLB_56,column_42,MLB_56+column_42,SO,SO
MLB_56,column_47,MLB_56+column_47,TB,TB
MLB_56,column_49,MLB_56+column_49,X1B,None
MLB_56,column_50,MLB_56+column_50,X2B,None
MLB_56,column_51,MLB_56+column_51,X3B,SH
MLB_57,column_22,MLB_57+column_22,year,year
MLB_58,column_0,MLB_58+column_0,AB,None
MLB_58,column_4,MLB_58+column_4,BB,SO
MLB_58,column_10,MLB_58+column_10,CS,CS
MLB_58,column_20,MLB_58+column_20,GIDP,HR
MLB_58,column_21,MLB_58+column_21,HBP,HBP
MLB_58,column_23,MLB_58+column_23,H,AB
MLB_58,column_35,MLB_58+column_35,R,TB
MLB_58,column_37,MLB_58+column_37,SB,SB
MLB_58,column_38,MLB_58+column_38,SF,BB
MLB_58,column_39,MLB_58+column_39,SH,BB
MLB_58,column_43,MLB_58+column_43,SO,AB
MLB_58,column_49,MLB_58+column_49,TB,AB
MLB_58,column_51,MLB_58+column_51,X1B,None
MLB_58,column_52,MLB_58+column_52,X2B,X1B
MLB_58,column_53,MLB_58+column_53,X3B,HBP
MLB_58,column_55,MLB_58+column_55,iBB,SH
MLB_59,column_65,MLB_59+column_65,year,year
MLB_59,column_0,MLB_59+column_0,AB,None
MLB_59,column_4,MLB_59+column_4,BB,SO
MLB_59,column_21,MLB_59+column_21,HBP,HBP
MLB_59,column_22,MLB_59+column_22,HR,HR
MLB_59,column_23,MLB_59+column_23,H,AB
MLB_59,column_35,MLB_59+column_35,R,TB
MLB_59,column_37,MLB_59+column_37,SB,SB
MLB_59,column_38,MLB_59+column_38,SF,BB
MLB_59,column_39,MLB_59+column_39,SH,BB
MLB_59,column_43,MLB_59+column_43,SO,AB
MLB_59,column_49,MLB_59+column_49,TB,AB
MLB_59,column_51,MLB_59+column_51,X1B,None
MLB_59,column_52,MLB_59+column_52,X2B,X1B
MLB_59,column_53,MLB_59+column_53,X3B,HBP
MLB_60,column_65,MLB_60+column_65,year,year
MLB_60,column_0,MLB_60+column_0,AB,None
MLB_60,column_4,MLB_60+column_4,BB,SO
MLB_60,column_10,MLB_60+column_10,CS,CS
MLB_60,column_20,MLB_60+column_20,GIDP,HR
MLB_60,column_21,MLB_60+column_21,HBP,HBP
MLB_60,column_22,MLB_60+column_22,HR,HR
MLB_60,column_23,MLB_60+column_23,H,AB
MLB_60,column_35,MLB_60+column_35,R,TB
MLB_60,column_38,MLB_60+column_38,SF,BB
MLB_60,column_39,MLB_60+column_39,SH,BB
MLB_60,column_43,MLB_60+column_43,SO,AB
MLB_60,column_51,MLB_60+column_51,X1B,None
MLB_60,column_52,MLB_60+column_52,X2B,X1B
MLB_60,column_53,MLB_60+column_53,X3B,HBP
MLB_61,column_65,MLB_61+column_65,year,year
MLB_61,column_0,MLB_61+column_0,AB,None
MLB_61,column_4,MLB_61+column_4,BB,SO
MLB_61,column_20,MLB_61+column_20,GIDP,HR
MLB_61,column_23,MLB_61+column_23,H,AB
MLB_61,column_35,MLB_61+column_35,R,TB
MLB_61,column_38,MLB_61+column_38,SF,BB
MLB_61,column_39,MLB_61+column_39,SH,BB
MLB_61,column_49,MLB_61+column_49,TB,AB
MLB_61,column_51,MLB_61+column_51,X1B,None
MLB_61,column_52,MLB_61+column_52,X2B,X1B
MLB_61,column_53,MLB_61+column_53,X3B,HBP
MLB_61,column_55,MLB_61+column_55,iBB,SH
MLB_62,column_0,MLB_62+column_0,AB,None
MLB_62,column_4,MLB_62+column_4,BB,SO
MLB_62,column_10,MLB_62+column_10,CS,CS
MLB_62,column_20,MLB_62+column_20,GIDP,HR
MLB_62,column_22,MLB_62+column_22,HR,HR
MLB_62,column_23,MLB_62+column_23,H,AB
MLB_62,column_35,MLB_62+column_35,R,TB
MLB_62,column_37,MLB_62+column_37,SB,SB
MLB_62,column_38,MLB_62+column_38,SF,BB
MLB_62,column_43,MLB_62+column_43,SO,AB
MLB_62,column_49,MLB_62+column_49,TB,AB
MLB_62,column_51,MLB_62+column_51,X1B,None
MLB_62,column_52,MLB_62+column_52,X2B,X1B
MLB_62,column_53,MLB_62+column_53,X3B,HBP
MLB_62,column_55,MLB_62+column_55,iBB,SH
MLB_63,column_64,MLB_63+column_64,year,year
MLB_63,column_0,MLB_63+column_0,AB,None
MLB_63,column_19,MLB_63+column_19,HBP,CS
MLB_63,column_20,MLB_63+column_20,HR,CS
MLB_63,column_21,MLB_63+column_21,H,None
MLB_63,column_35,MLB_63+column_35,SB,CS
MLB_63,column_36,MLB_63+column_36,SF,CS
MLB_63,column_37,MLB_63+column_37,SH,CS
MLB_63,column_41,MLB_63+column_41,SO,None
MLB_63,column_46,MLB_63+column_46,TB,BB
MLB_63,column_48,MLB_63+column_48,X1B,None
MLB_63,column_49,MLB_63+column_49,X2B,HBP
MLB_63,column_50,MLB_63+column_50,X3B,CS
MLB_63,column_54,MLB_63+column_54,iBB,SO
MLB_64,column_4,MLB_64+column_4,BB,CS
MLB_64,column_19,MLB_64+column_19,HBP,CS
MLB_64,column_20,MLB_64+column_20,HR,CS
MLB_64,column_21,MLB_64+column_21,H,None
MLB_64,column_36,MLB_64+column_36,SF,CS
MLB_64,column_37,MLB_64+column_37,SH,CS
MLB_64,column_41,MLB_64+column_41,SO,None
MLB_64,column_46,MLB_64+column_46,TB,BB
MLB_64,column_48,MLB_64+column_48,X1B,None
MLB_64,column_49,MLB_64+column_49,X2B,HBP
MLB_65,column_64,MLB_65+column_64,year,year
MLB_65,column_0,MLB_65+column_0,AB,None
MLB_65,column_4,MLB_65+column_4,BB,CS
MLB_65,column_9,MLB_65+column_9,CS,CS
MLB_65,column_19,MLB_65+column_19,HBP,CS
MLB_65,column_20,MLB_65+column_20,HR,CS
MLB_65,column_34,MLB_65+column_34,R,R
MLB_65,column_35,MLB_65+column_35,SB,CS
MLB_65,column_36,MLB_65+column_36,SF,CS
MLB_65,column_37,MLB_65+column_37,SH,CS
MLB_65,column_41,MLB_65+column_41,SO,None
MLB_65,column_48,MLB_65+column_48,X1B,None
MLB_65,column_49,MLB_65+column_49,X2B,HBP
MLB_65,column_50,MLB_65+column_50,X3B,CS
MLB_65,column_54,MLB_65+column_54,iBB,SO
MLB_66,column_29,MLB_66+column_29,year,year
MLB_67,column_22,MLB_67+column_22,year,year
MLB_7,column_8,MLB_7+column_8,GIDP,GIDP
MLB_7,column_11,MLB_7+column_11,H,SB
MLB_7,column_20,MLB_7+column_20,SF,SH
MLB_7,column_21,MLB_7+column_21,SH,SH
MLB_7,column_23,MLB_7+column_23,TB,X1B
MLB_7,column_24,MLB_7+column_24,X1B,SB
MLB_7,column_25,MLB_7+column_25,X2B,HR
MLB_7,column_26,MLB_7+column_26,X3B,X3B
MLB_8,column_37,MLB_8+column_37,year,year
MLB_8,column_0,MLB_8+column_0,AB,SO
MLB_8,column_8,MLB_8+column_8,GIDP,GIDP
MLB_8,column_10,MLB_8+column_10,HR,SO
MLB_8,column_11,MLB_8+column_11,H,SB
MLB_8,column_20,MLB_8+column_20,SF,SH
MLB_8,column_23,MLB_8+column_23,TB,X1B
MLB_9,column_37,MLB_9+column_37,year,year
MLB_9,column_0,MLB_9+column_0,AB,SO
MLB_9,column_9,MLB_9+column_9,HBP,None
MLB_9,column_10,MLB_9+column_10,HR,SO
MLB_9,column_20,MLB_9+column_20,SF,SH
MLB_9,column_21,MLB_9+column_21,SH,SH
MLB_9,column_23,MLB_9+column_23,TB,X1B
MLB_9,column_24,MLB_9+column_24,X1B,SB
MLB_9,column_26,MLB_9+column_26,X3B,X3B
RealEstate1_1,column_26,RealEstate1_1+column_26,year,None
RealEstate1_2,column_26,RealEstate1_2+column_26,year,None
Romance_2,column_7,Romance_2+column_7,longitude,None
TrainsUK2_1,column_2,TrainsUK2_1+column_2,year,None
TrainsUK2_2,column_2,TrainsUK2_2+column_2,year,None
YaleLanguages_1,column_0,YaleLanguages_1+column_0,year,None
YaleLanguages_1,column_9,YaleLanguages_1+column_9,year,None
YaleLanguages_2,column_9,YaleLanguages_2+column_9,year,None
YaleLanguages_3,column_0,YaleLanguages_3+column_0,year,None
YaleLanguages_3,column_9,YaleLanguages_3+column_9,year,None
YaleLanguages_4,column_0,YaleLanguages_4+column_0,year,None
Rentabilidad_2,column_52,Rentabilidad_2+column_52,latitude,latitude
Rentabilidad_2,column_55,Rentabilidad_2+column_55,longitude,longitude
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude,latitude
Rentabilidad_3,column_57,Rentabilidad_3+column_57,longitude,longitude
Rentabilidad_4,column_57,Rentabilidad_4+column_57,longitude,longitude
Rentabilidad_5,column_53,Rentabilidad_5+column_53,latitude,latitude
Rentabilidad_5,column_57,Rentabilidad_5+column_57,longitude,longitude
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude,latitude
Rentabilidad_6,column_57,Rentabilidad_6+column_57,longitude,longitude
Rentabilidad_7,column_53,Rentabilidad_7+column_53,latitude,latitude
Rentabilidad_7,column_57,Rentabilidad_7+column_57,longitude,longitude
Rentabilidad_9,column_53,Rentabilidad_9+column_53,latitude,latitude
TableroSistemaPenal_1,column_17,TableroSistemaPenal_1+column_17,latitude,None
TableroSistemaPenal_1,column_18,TableroSistemaPenal_1+column_18,longitude,None
TableroSistemaPenal_7,column_17,TableroSistemaPenal_7+column_17,latitude,None
